sample_id,split,task_type,instruction,input,output,language_code,language_name,region,is_low_resource_language,jurisdiction,legal_domain,intent,urgency,output_doc_type,evidence_items,missing_information,feedback_rating,feedback_type,feedback_comment,correction_applied,correction_field,before_prediction,after_correction,confidence_before,confidence_after,quality_score,quality_band,pii_redacted,human_review_status,adaption_track_credit
NYAYA-GOLD-001998,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",FIR register nahi ho rahi officer ka naam note kiya hai,"Intent: zero_fir. Legal domain: police_accountability. Urgency: high. Recommended document/workflow: zero_fir_guidance. Evidence to collect: complaint draft; refusal date; officer name; incident details. Missing information to ask for: incident location; police station name; written refusal proof. Guidance: If police refuse to register a complaint, note officer name, date, and station. Zero FIR can be registered and transferred. Escalate to senior police officers, Magistrate route, or legal aid. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,police_accountability,zero_fir,high,zero_fir_guidance,complaint draft; refusal date; officer name; incident details,incident location; police station name; written refusal proof,3,partial_answer,Reviewer marked this as partial answer for adaptive improvement.,yes,missing_information,generic answer,specific checklist and next steps,0.66,0.9,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001999,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",police refusal ke baad senior officer ko application kaise bheju kripya simple language me batao,"Intent: zero_fir. Legal domain: police_accountability. Urgency: high. Recommended document/workflow: zero_fir_guidance. Evidence to collect: complaint draft; refusal date; officer name; incident details. Missing information to ask for: incident location; police station name; written refusal proof. Guidance: If police refuse to register a complaint, note officer name, date, and station. Zero FIR can be registered and transferred. Escalate to senior police officers, Magistrate route, or legal aid. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,police_accountability,zero_fir,high,zero_fir_guidance,complaint draft; refusal date; officer name; incident details,incident location; police station name; written refusal proof,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,zero_fir with generic response,zero_fir with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002000,test,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",police complaint nahi likh rahi zero FIR kaise file karun; family needs urgent next steps,"Intent: zero_fir. Legal domain: police_accountability. Urgency: high. Recommended document/workflow: zero_fir_guidance. Evidence to collect: complaint draft; refusal date; officer name; incident details. Missing information to ask for: incident location; police station name; written refusal proof. Guidance: If police refuse to register a complaint, note officer name, date, and station. Zero FIR can be registered and transferred. Escalate to senior police officers, Magistrate route, or legal aid. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,police_accountability,zero_fir,high,zero_fir_guidance,complaint draft; refusal date; officer name; incident details,incident location; police station name; written refusal proof,2,wrong_language,Reviewer marked this as wrong language for adaptive improvement.,yes,input_language,unknown,mni,0.44,0.93,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002001,validation,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",thana ne bola jurisdiction nahi hai complaint lene se mana kar diya,"Intent: zero_fir. Legal domain: police_accountability. Urgency: high. Recommended document/workflow: zero_fir_guidance. Evidence to collect: complaint draft; refusal date; officer name; incident details. Missing information to ask for: incident location; police station name; written refusal proof. Guidance: If police refuse to register a complaint, note officer name, date, and station. Zero FIR can be registered and transferred. Escalate to senior police officers, Magistrate route, or legal aid. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,police_accountability,zero_fir,high,zero_fir_guidance,complaint draft; refusal date; officer name; incident details,incident location; police station name; written refusal proof,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,zero_fir with generic response,zero_fir with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002002,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",construction site accident me injury hui contractor compensation nahi de raha kripya simple language me batao,"Intent: accident_compensation. Legal domain: compensation_claim. Urgency: medium. Recommended document/workflow: accident_compensation_checklist. Evidence to collect: FIR; medical bills; MLC; vehicle number; insurance details; witnesses. Missing information to ask for: accident date; hospital name; insurance policy. Guidance: Preserve FIR, MLC, medical bills, insurance details, vehicle number, photos, and witnesses. A Motor Accident Claims Tribunal or worker compensation route may be available. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,compensation_claim,accident_compensation,medium,accident_compensation_checklist,FIR; medical bills; MLC; vehicle number; insurance details; witnesses,accident date; hospital name; insurance policy,2,missing_information,Reviewer marked this as missing information for adaptive improvement.,yes,entities,incomplete,accident_compensation,0.44,0.93,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002003,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",road accident ke baad medical bills aur FIR hai claim kaise file karun; family needs urgent next steps,"Intent: accident_compensation. Legal domain: compensation_claim. Urgency: medium. Recommended document/workflow: accident_compensation_checklist. Evidence to collect: FIR; medical bills; MLC; vehicle number; insurance details; witnesses. Missing information to ask for: accident date; hospital name; insurance policy. Guidance: Preserve FIR, MLC, medical bills, insurance details, vehicle number, photos, and witnesses. A Motor Accident Claims Tribunal or worker compensation route may be available. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,compensation_claim,accident_compensation,medium,accident_compensation_checklist,FIR; medical bills; MLC; vehicle number; insurance details; witnesses,accident date; hospital name; insurance policy,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,accident_compensation with generic response,accident_compensation with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002004,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",worker injured at site hospital bill hai legal compensation chahiye,"Intent: accident_compensation. Legal domain: compensation_claim. Urgency: medium. Recommended document/workflow: accident_compensation_checklist. Evidence to collect: FIR; medical bills; MLC; vehicle number; insurance details; witnesses. Missing information to ask for: accident date; hospital name; insurance policy. Guidance: Preserve FIR, MLC, medical bills, insurance details, vehicle number, photos, and witnesses. A Motor Accident Claims Tribunal or worker compensation route may be available. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,compensation_claim,accident_compensation,medium,accident_compensation_checklist,FIR; medical bills; MLC; vehicle number; insurance details; witnesses,accident date; hospital name; insurance policy,3,partial_answer,Reviewer marked this as partial answer for adaptive improvement.,yes,missing_information,generic answer,specific checklist and next steps,0.66,0.9,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002005,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",vehicle accident insurance claim reject ho raha hai evidence kya chahiye kripya simple language me batao,"Intent: accident_compensation. Legal domain: compensation_claim. Urgency: medium. Recommended document/workflow: accident_compensation_checklist. Evidence to collect: FIR; medical bills; MLC; vehicle number; insurance details; witnesses. Missing information to ask for: accident date; hospital name; insurance policy. Guidance: Preserve FIR, MLC, medical bills, insurance details, vehicle number, photos, and witnesses. A Motor Accident Claims Tribunal or worker compensation route may be available. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,compensation_claim,accident_compensation,medium,accident_compensation_checklist,FIR; medical bills; MLC; vehicle number; insurance details; witnesses,accident date; hospital name; insurance policy,2,wrong_intent,Reviewer marked this as wrong intent for adaptive improvement.,yes,intent,incomplete,accident_compensation,0.44,0.93,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002006,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",construction site accident me injury hui contractor compensation nahi de raha; family needs urgent next steps,"Intent: accident_compensation. Legal domain: compensation_claim. Urgency: medium. Recommended document/workflow: accident_compensation_checklist. Evidence to collect: FIR; medical bills; MLC; vehicle number; insurance details; witnesses. Missing information to ask for: accident date; hospital name; insurance policy. Guidance: Preserve FIR, MLC, medical bills, insurance details, vehicle number, photos, and witnesses. A Motor Accident Claims Tribunal or worker compensation route may be available. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,compensation_claim,accident_compensation,medium,accident_compensation_checklist,FIR; medical bills; MLC; vehicle number; insurance details; witnesses,accident date; hospital name; insurance policy,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,accident_compensation with generic response,accident_compensation with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002007,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",road accident ke baad medical bills aur FIR hai claim kaise file karun,"Intent: accident_compensation. Legal domain: compensation_claim. Urgency: medium. Recommended document/workflow: accident_compensation_checklist. Evidence to collect: FIR; medical bills; MLC; vehicle number; insurance details; witnesses. Missing information to ask for: accident date; hospital name; insurance policy. Guidance: Preserve FIR, MLC, medical bills, insurance details, vehicle number, photos, and witnesses. A Motor Accident Claims Tribunal or worker compensation route may be available. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,compensation_claim,accident_compensation,medium,accident_compensation_checklist,FIR; medical bills; MLC; vehicle number; insurance details; witnesses,accident date; hospital name; insurance policy,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,accident_compensation with generic response,accident_compensation with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002008,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",loan default ka legal notice mila reply kaise bhejna hai kripya simple language me batao,"Intent: legal_notice. Legal domain: civil_procedure. Urgency: medium. Recommended document/workflow: legal_notice_response_checklist. Evidence to collect: notice copy; receipt date; contract; payment proof; prior communications. Missing information to ask for: reply deadline; claim amount; lawyer sender details. Guidance: Do not ignore a legal notice. Preserve the notice, envelope/date of receipt, contract or loan papers, payment proof, and prior communication. Legal aid or an advocate can draft a reply. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,civil_procedure,legal_notice,medium,legal_notice_response_checklist,notice copy; receipt date; contract; payment proof; prior communications,reply deadline; claim amount; lawyer sender details,5,excellent_response,Reviewer marked this as excellent response for adaptive improvement.,no,none,legal_notice with generic response,legal_notice with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002009,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",company se demand notice aaya hai advocate afford nahi kar sakte; family needs urgent next steps,"Intent: legal_notice. Legal domain: civil_procedure. Urgency: medium. Recommended document/workflow: legal_notice_response_checklist. Evidence to collect: notice copy; receipt date; contract; payment proof; prior communications. Missing information to ask for: reply deadline; claim amount; lawyer sender details. Guidance: Do not ignore a legal notice. Preserve the notice, envelope/date of receipt, contract or loan papers, payment proof, and prior communication. Legal aid or an advocate can draft a reply. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,civil_procedure,legal_notice,medium,legal_notice_response_checklist,notice copy; receipt date; contract; payment proof; prior communications,reply deadline; claim amount; lawyer sender details,2,wrong_intent,Reviewer marked this as wrong intent for adaptive improvement.,yes,intent,incomplete,legal_notice,0.44,0.93,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002010,test,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",legal notice receive hua deadline close hai kya karun,"Intent: legal_notice. Legal domain: civil_procedure. Urgency: medium. Recommended document/workflow: legal_notice_response_checklist. Evidence to collect: notice copy; receipt date; contract; payment proof; prior communications. Missing information to ask for: reply deadline; claim amount; lawyer sender details. Guidance: Do not ignore a legal notice. Preserve the notice, envelope/date of receipt, contract or loan papers, payment proof, and prior communication. Legal aid or an advocate can draft a reply. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,civil_procedure,legal_notice,medium,legal_notice_response_checklist,notice copy; receipt date; contract; payment proof; prior communications,reply deadline; claim amount; lawyer sender details,2,missing_information,Reviewer marked this as missing information for adaptive improvement.,yes,entities,incomplete,legal_notice,0.44,0.93,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002011,validation,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",notice me paisa demand kiya hai documents kaise arrange karun kripya simple language me batao,"Intent: legal_notice. Legal domain: civil_procedure. Urgency: medium. Recommended document/workflow: legal_notice_response_checklist. Evidence to collect: notice copy; receipt date; contract; payment proof; prior communications. Missing information to ask for: reply deadline; claim amount; lawyer sender details. Guidance: Do not ignore a legal notice. Preserve the notice, envelope/date of receipt, contract or loan papers, payment proof, and prior communication. Legal aid or an advocate can draft a reply. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,civil_procedure,legal_notice,medium,legal_notice_response_checklist,notice copy; receipt date; contract; payment proof; prior communications,reply deadline; claim amount; lawyer sender details,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,legal_notice with generic response,legal_notice with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002012,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",loan default ka legal notice mila reply kaise bhejna hai; family needs urgent next steps,"Intent: legal_notice. Legal domain: civil_procedure. Urgency: medium. Recommended document/workflow: legal_notice_response_checklist. Evidence to collect: notice copy; receipt date; contract; payment proof; prior communications. Missing information to ask for: reply deadline; claim amount; lawyer sender details. Guidance: Do not ignore a legal notice. Preserve the notice, envelope/date of receipt, contract or loan papers, payment proof, and prior communication. Legal aid or an advocate can draft a reply. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,civil_procedure,legal_notice,medium,legal_notice_response_checklist,notice copy; receipt date; contract; payment proof; prior communications,reply deadline; claim amount; lawyer sender details,5,excellent_response,Reviewer marked this as excellent response for adaptive improvement.,no,none,legal_notice with generic response,legal_notice with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002013,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",company se demand notice aaya hai advocate afford nahi kar sakte,"Intent: legal_notice. Legal domain: civil_procedure. Urgency: medium. Recommended document/workflow: legal_notice_response_checklist. Evidence to collect: notice copy; receipt date; contract; payment proof; prior communications. Missing information to ask for: reply deadline; claim amount; lawyer sender details. Guidance: Do not ignore a legal notice. Preserve the notice, envelope/date of receipt, contract or loan papers, payment proof, and prior communication. Legal aid or an advocate can draft a reply. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,civil_procedure,legal_notice,medium,legal_notice_response_checklist,notice copy; receipt date; contract; payment proof; prior communications,reply deadline; claim amount; lawyer sender details,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,legal_notice with generic response,legal_notice with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002014,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",employer abroad passport rakh liya legal options kya hain kripya simple language me batao,"Intent: migrant_worker. Legal domain: migration_rights. Urgency: high. Recommended document/workflow: migrant_worker_legal_aid_checklist. Evidence to collect: passport copy; employment contract; employer details; salary records; location. Missing information to ask for: country/city; employer address; emergency contact. Guidance: Preserve passport copy, employer details, contract, wage records, location, and messages. If abroad, contact embassy/consulate and legal aid; if local, approach labour authorities for safe recovery and wages. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,migration_rights,migrant_worker,high,migrant_worker_legal_aid_checklist,passport copy; employment contract; employer details; salary records; location,country/city; employer address; emergency contact,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,migrant_worker with generic response,migrant_worker with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002015,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",migrant worker ko salary nahi mili aur documents employer ke paas hain; family needs urgent next steps,"Intent: migrant_worker. Legal domain: migration_rights. Urgency: high. Recommended document/workflow: migrant_worker_legal_aid_checklist. Evidence to collect: passport copy; employment contract; employer details; salary records; location. Missing information to ask for: country/city; employer address; emergency contact. Guidance: Preserve passport copy, employer details, contract, wage records, location, and messages. If abroad, contact embassy/consulate and legal aid; if local, approach labour authorities for safe recovery and wages. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,migration_rights,migrant_worker,high,migrant_worker_legal_aid_checklist,passport copy; employment contract; employer details; salary records; location,country/city; employer address; emergency contact,3,partial_answer,Reviewer marked this as partial answer for adaptive improvement.,yes,expected_response_en,incomplete,migrant_worker,0.44,0.93,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002016,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",visa agent ne paise liye service nahi di complaint chahiye,"Intent: migrant_worker. Legal domain: migration_rights. Urgency: high. Recommended document/workflow: migrant_worker_legal_aid_checklist. Evidence to collect: passport copy; employment contract; employer details; salary records; location. Missing information to ask for: country/city; employer address; emergency contact. Guidance: Preserve passport copy, employer details, contract, wage records, location, and messages. If abroad, contact embassy/consulate and legal aid; if local, approach labour authorities for safe recovery and wages. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,migration_rights,migrant_worker,high,migrant_worker_legal_aid_checklist,passport copy; employment contract; employer details; salary records; location,country/city; employer address; emergency contact,2,wrong_language,Reviewer marked this as wrong language for adaptive improvement.,yes,input_language,unknown,mni,0.44,0.93,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002017,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",construction migrant worker ko site se nikal diya wage pending hai kripya simple language me batao,"Intent: migrant_worker. Legal domain: migration_rights. Urgency: high. Recommended document/workflow: migrant_worker_legal_aid_checklist. Evidence to collect: passport copy; employment contract; employer details; salary records; location. Missing information to ask for: country/city; employer address; emergency contact. Guidance: Preserve passport copy, employer details, contract, wage records, location, and messages. If abroad, contact embassy/consulate and legal aid; if local, approach labour authorities for safe recovery and wages. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,migration_rights,migrant_worker,high,migrant_worker_legal_aid_checklist,passport copy; employment contract; employer details; salary records; location,country/city; employer address; emergency contact,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,migrant_worker with generic response,migrant_worker with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002018,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",employer abroad passport rakh liya legal options kya hain; family needs urgent next steps,"Intent: migrant_worker. Legal domain: migration_rights. Urgency: high. Recommended document/workflow: migrant_worker_legal_aid_checklist. Evidence to collect: passport copy; employment contract; employer details; salary records; location. Missing information to ask for: country/city; employer address; emergency contact. Guidance: Preserve passport copy, employer details, contract, wage records, location, and messages. If abroad, contact embassy/consulate and legal aid; if local, approach labour authorities for safe recovery and wages. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,migration_rights,migrant_worker,high,migrant_worker_legal_aid_checklist,passport copy; employment contract; employer details; salary records; location,country/city; employer address; emergency contact,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,migrant_worker with generic response,migrant_worker with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002019,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",migrant worker ko salary nahi mili aur documents employer ke paas hain,"Intent: migrant_worker. Legal domain: migration_rights. Urgency: high. Recommended document/workflow: migrant_worker_legal_aid_checklist. Evidence to collect: passport copy; employment contract; employer details; salary records; location. Missing information to ask for: country/city; employer address; emergency contact. Guidance: Preserve passport copy, employer details, contract, wage records, location, and messages. If abroad, contact embassy/consulate and legal aid; if local, approach labour authorities for safe recovery and wages. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,migration_rights,migrant_worker,high,migrant_worker_legal_aid_checklist,passport copy; employment contract; employer details; salary records; location,country/city; employer address; emergency contact,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,migrant_worker with generic response,migrant_worker with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002020,test,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",minor child ko police station bulaya hai rights kya apply hote hain kripya simple language me batao,"Intent: child_rights. Legal domain: child_protection. Urgency: high. Recommended document/workflow: child_rights_guidance. Evidence to collect: child age proof; guardian details; police station; notice/call details. Missing information to ask for: guardian presence; child welfare contact; case facts. Guidance: A child should be handled through child-friendly procedures with guardian/legal support. Note station, officer, time, age proof, and contact child welfare/legal aid urgently. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,child_protection,child_rights,high,child_rights_guidance,child age proof; guardian details; police station; notice/call details,guardian presence; child welfare contact; case facts,2,wrong_language,Reviewer marked this as wrong language for adaptive improvement.,yes,input_language,unknown,mni,0.44,0.93,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002021,validation,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",school child se police questioning karna chahti hai guardian rights kya hain; family needs urgent next steps,"Intent: child_rights. Legal domain: child_protection. Urgency: high. Recommended document/workflow: child_rights_guidance. Evidence to collect: child age proof; guardian details; police station; notice/call details. Missing information to ask for: guardian presence; child welfare contact; case facts. Guidance: A child should be handled through child-friendly procedures with guardian/legal support. Note station, officer, time, age proof, and contact child welfare/legal aid urgently. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,child_protection,child_rights,high,child_rights_guidance,child age proof; guardian details; police station; notice/call details,guardian presence; child welfare contact; case facts,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,child_rights with generic response,child_rights with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-002022,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",juvenile matter me legal aid aur child welfare help chahiye,"Intent: child_rights. Legal domain: child_protection. Urgency: high. Recommended document/workflow: child_rights_guidance. Evidence to collect: child age proof; guardian details; police station; notice/call details. Missing information to ask for: guardian presence; child welfare contact; case facts. Guidance: A child should be handled through child-friendly procedures with guardian/legal support. Note station, officer, time, age proof, and contact child welfare/legal aid urgently. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",mni,Manipuri,Manipur,yes,India,child_protection,child_rights,high,child_rights_guidance,child age proof; guardian details; police station; notice/call details,guardian presence; child welfare contact; case facts,3,partial_answer,Reviewer marked this as partial answer for adaptive improvement.,yes,missing_information,generic answer,specific checklist and next steps,0.66,0.9,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
